ID1;ID;D;SD;MATERIAL;COUNTRY;SITE;PERIOD;REFERENCE;SC
;SUERC-50661;8778;35;tooth;Montenegro;Seocka;mesolithic;Boric, firistlipovic, ch;MT2SEO
;SUERC-50662;8823;34;tooth;Montenegro;Seocka;mesolithic;Boric, firistlipovic, ch;MT2SEO
;Tan-88056;6950;140;;Italy;Trasano;neolithic;;IT2TRA
;Tan-88067;6950;130;;Italy;Trasano;neolithic;;IT2TRA
;Tan-88068;6660;150;;Italy;Trasano;neolithic;;IT2TRA
;TAN-88247;6890;130;;Italy;Torre Sabea ;neolithic;Fiorentino 13;IT2TSA
;Tan-88248;6980;130;;Italy;Trasano;neolithic;;IT2TRA
;Tan-88313;6790;120;;Italy;Trasano;neolithic;;IT2TRA
;TO-3420;8100;90;;Italy;Grotta del Pozzo;mesolithic;;IT2GROPOZ
;TO-3422;9370;80;;Italy;Grotta del Pozzo;mesolithic;;IT2GROPOZ
;UB-2271;6790;255;;Italy;Lagnano da Piede ;neolithic;;IT2LAP
;UB-33107;3940;57;bone;Croatia;Vela špilja;neolithic;forenbaher 18;HR2VES
;UBA-18364;4790;31;charcoal;Italy;Fimon Le Frate;neolithic;;IT2FIF
;UBA-18365;4954;45;charcoal;Italy;Fimon Le Frate;neolithic;;IT2FIF
;UBA-18366;5333;45;wood;Italy;Fimon Le Frate;neolithic;;IT2FIF
;UBA-18367;4872;59;char;Italy;Fimon Le Frate;neolithic;;IT2FIF
2342;UCIAMS-174933;6685;20;bone;Croatia;Kargadur;neolithic;;HR2KAR
2343;UCIAMS-174934;6720;20;bone;Croatia;Kargadur;neolithic;;HR2KAR
;UCLA-2148;6700;100;;Italy;Lagnano da Piede ;neolithic;Fiorentino 13;IT2LAP
;UD-175;4850;200;charcoal;Italy;La Vela;neolithic;;IT2LAV
;UtC-10453;7241;50;;Italy;Gaban;mesolithic;;IT2GAB
27260;UtC-1342;6990;80;charcoal;Italy;Defensola;neolithic;Biagi 2002;﻿IT2DEF
27261;UtC-1411;6639;40;charcoal;Italy;Defensola;neolithic;Biagi 2002;﻿IT2DEF
;UtC-1417;8290;50;;Italy;Grotta delle Mura di Monopoli;mesolithic;;IT2GMURA
;UtC-780;8240;120;;Italy;Grotta delle Mura di Monopoli;mesolithic;;IT2GMURA
;UZ-2692/ETH-7631;4335;80;charcoal;Montenegro;Velika gruda;neolithic;forenbaher 18;MT2VGR
;UZ-2693/ETH-7579;4155;65;charcoal;Montenegro;Velika gruda;neolithic;forenbaher 18;MT2VGR
;UZ-2696/ETH-7685;4355;65;charcoal;Montenegro;Velika gruda;neolithic;forenbaher 18;MT2VGR
2469;VERA-2340;7200;30;charcoal;Croatia;Vela špilja;mesolithic;Radic 2013 Online;HR2VES
2470;VERA-2341;8200;30;charcoal;Croatia;Vela špilja;mesolithic;Radic 2013 Online;HR2VES
2471;VERA-2344;8230;35;charcoal;Croatia;Vela špilja;mesolithic;Radic 2013 Online;HR2VES
;VRI-272;4350;100;charcoal;Italy;Laas;neolithic;;IT2LAAS
2472;Z-1967;7300;120;charcoal;Croatia;Vela špilja;neolithic;Muller 1991, 345;HR2VES
2473;Z-1968;6990;120;charcoal;Croatia;Vela špilja;neolithic;Muller 1991, 345;HR2VES
2411;Z-198;6460;90;charcoal;Croatia;Podosojna;neolithic;Muller 1991, 345;HR2POD
;Z-2572;9590;180;;Croatia;Pupićina peč;mesolithic;Komšo;HR2PUP
2438;Z-2575;6660;240;charcoal;Croatia;Pupićina peč;neolithic;Gehlen 2010;HR2PUP
;Z-2576;10000;270;;Croatia;Pupićina peč;mesolithic;Komšo;HR2PUP
2440;Z-2577;8770;310;charcoal;Croatia;Pupićina peč;mesolithic;Gehlen 2010;HR2PUP
2442;Z-2635;8708;170;charcoal;Croatia;Pupićina peč;mesolithic;Gehlen 2010;HR2PUP
;Z-3382;9640;80;;Croatia;Vlakno;mesolithic;Komšo;HR2VLA
;Z-3383;10160;100;;Croatia;Vlakno;mesolithic;Komšo;HR2VLA
2267;Z-3398;6400;110;bone;Croatia;Crno Vrilo;neolithic;Obelic 2011;HR2CRN
2268;Z-3399;7560;120;bone;Croatia;Crno Vrilo;neolithic;Obelic 2011;HR2CRN
;z-3478;4185;95;charcoal;Croatia;Nakovana;neolithic;forenbaher 18;HR2NAK
;z-3480;4160;75;charcoal;Croatia;Nakovana;neolithic;forenbaher 18;HR2NAK
;z-3481;3485;90;charcoal;Croatia;Nakovana;neolithic;forenbaher 18;HR2NAK
29040;Z-409;4280;120;charcoal;Montenegro;Odmut;Chalcolithic;RADON;﻿MT2ODM
29041;Z-410;4390;150;charcoal;Montenegro;Odmut;neolithic;RADON;﻿MT2ODM
;Z-411;7440;150;charcoal;Montenegro;Odmut Cave;mesolithic;Boric, firistlipovic, ch;MT2ODM
2399;Z-412;6736;130;charcoal;Montenegro;Odmut Cave;neolithic;M�ller 1991, 354;MT2ODM
2400;Z-413;7350;160;charcoal;Montenegro;Odmut Cave;mesolithic;M�ller 1991, 354;MT2ODM
29043;Z-416;4880;110;charcoal;Montenegro;Spilia;neolithic;RADON;﻿MT2SPI
2401;Z-457;7030;160;charcoal;Montenegro;Odmut Cave;mesolithic;M�ller 1991, 354;MT2ODM
2308;Z-579;7010;90;charcoal;Croatia;Gospodska pecina C;neolithic;Muller 1991, 345;HR2GOS
;Z-580;5130;90;charcoal;Croatia;Gospodska pecina C;neolithic;;HR2GOS
;Z-776;5340;65;sediment;Croatia;Kopačina;neolithic;;HR2KOP
;Z-778;9160;100;shell;Croatia;Kopačina;mesolithic;Komšo;HR2KOP
2425;Z-895;6300;150;seed/fruit;Croatia;Pokrovnik;neolithic;Muller 1991, 345;HR2POK
;GrN-22172;5870;90;;Italy;Bannia-Palazzine di Sopra;neolithic;Tasca wet ak 201;IT2BAPA
;GrN-22832;5580;90;;Italy;Bannia-Palazzine di Sopra;neolithic;Tasca wet ak 201;IT2BAPA
;GrN-22833;5600;80;;Italy;Bannia-Palazzine di Sopra;neolithic;Tasca wet ak 201;IT2BAPA
;GrN-22834;5630;90;;Italy;Bannia-Palazzine di Sopra;neolithic;Tasca wet ak 201;IT2BAPA
;GrN-22835;5600;90;;Italy;Bannia-Palazzine di Sopra;neolithic;Tasca wet ak 201;IT2BAPA
;GrN-22836;5560;80;;Italy;Bannia-Palazzine di Sopra;neolithic;Tasca wet ak 201;IT2BAPA
